x,y,phi
1.325000000000000000e+01,4.166666666666666297e-01,2.071137689267423254e-01
1.341666666666666607e+01,4.166666666666666297e-01,1.800169811826204946e-01
1.358333333333333393e+01,4.166666666666666297e-01,1.564991350619097388e-01
1.375000000000000000e+01,4.166666666666666297e-01,1.360813332482416205e-01
1.391666666666666607e+01,4.166666666666666297e-01,1.183499567863702806e-01
1.408333333333333393e+01,4.166666666666666297e-01,1.029475313865071823e-01
1.425000000000000000e+01,4.166666666666666297e-01,8.956492045688452253e-02
1.441666666666666785e+01,4.166666666666666297e-01,7.793464178803090336e-02
1.458333333333333215e+01,4.166666666666666297e-01,6.782513818869320699e-02
1.475000000000000000e+01,4.166666666666666297e-01,5.903585974600088215e-02
1.491666666666666785e+01,4.166666666666666297e-01,5.139303795083512150e-02
1.508333333333333215e+01,4.166666666666666297e-01,4.474605062556175766e-02
1.525000000000000000e+01,4.166666666666666297e-01,3.896429214615504399e-02
1.541666666666666607e+01,4.166666666666666297e-01,3.393447644203043123e-02
1.558333333333333215e+01,4.166666666666666297e-01,2.955831114484393229e-02
1.575000000000000000e+01,4.166666666666666297e-01,2.575049041128084013e-02
1.591666666666666607e+01,4.166666666666666297e-01,2.243696166250643345e-02
1.608333333333333570e+01,4.166666666666666297e-01,1.955342800655385585e-02
1.625000000000000000e+01,4.166666666666666297e-01,1.704405363714677976e-02
1.641666666666666430e+01,4.166666666666666297e-01,1.486034419551057577e-02
1.658333333333333570e+01,4.166666666666666297e-01,1.296017807434601821e-02
1.675000000000000000e+01,4.166666666666666297e-01,1.130696804603417358e-02
1.691666666666666430e+01,4.166666666666666297e-01,9.868935502322005726e-03
1.708333333333333215e+01,4.166666666666666297e-01,8.618482076944529099e-03
1.725000000000000000e+01,4.166666666666666297e-01,7.531645550085271611e-03
1.741666666666666785e+01,4.166666666666666297e-01,6.587628758165989078e-03
1.758333333333333215e+01,4.166666666666666297e-01,5.768391799559885631e-03
1.775000000000000000e+01,4.166666666666666297e-01,5.058299174742012135e-03
1.791666666666666430e+01,4.166666666666666297e-01,4.443814660538574282e-03
1.808333333333333570e+01,4.166666666666666297e-01,3.913237720017615807e-03
1.825000000000000000e+01,4.166666666666666297e-01,3.456476115574976665e-03
1.841666666666666430e+01,4.166666666666666297e-01,3.064850142867662185e-03
1.858333333333333570e+01,4.166666666666666297e-01,2.730924554503342139e-03
1.875000000000000000e+01,4.166666666666666297e-01,2.448364809456645558e-03
1.891666666666666430e+01,4.166666666666666297e-01,2.211814779662037503e-03
1.908333333333333570e+01,4.166666666666666297e-01,2.016793480032963264e-03
1.925000000000000000e+01,4.166666666666666297e-01,1.859608771749379904e-03
1.941666666666666430e+01,4.166666666666666297e-01,1.737286329318391345e-03
1.958333333333333215e+01,4.166666666666666297e-01,1.647512466930056534e-03
1.975000000000000000e+01,4.166666666666666297e-01,1.588589695470043160e-03
1.991666666666666785e+01,4.166666666666666297e-01,1.559404134016661612e-03
8.333333333333332871e-02,5.833333333333332593e-01,3.022745518904938145e+00
2.500000000000000000e-01,5.833333333333332593e-01,3.639976127608588019e+00
4.166666666666666297e-01,5.833333333333332593e-01,4.208380861282923213e+00
5.833333333333332593e-01,5.833333333333332593e-01,4.732869155202902967e+00
7.500000000000000000e-01,5.833333333333332593e-01,5.217662811270881384e+00
9.166666666666666297e-01,5.833333333333332593e-01,5.666389874513944491e+00
1.083333333333333481e+00,5.833333333333332593e-01,6.082177781167977137e+00
1.250000000000000000e+00,5.833333333333332593e-01,6.467735407901630929e+00
1.416666666666666519e+00,5.833333333333332593e-01,6.825421708608968352e+00
1.583333333333333259e+00,5.833333333333332593e-01,7.157301854880386394e+00
1.750000000000000000e+00,5.833333333333332593e-01,7.465192779122290290e+00
1.916666666666666519e+00,5.833333333333332593e-01,7.750700087418144868e+00
