x,phi
2.500000000000000139e-02,1.339796738158693401e+01
7.500000000000001110e-02,1.435900519258682451e+01
1.250000000000000000e-01,1.531255377284061403e+01
1.749999999999999889e-01,1.625861383750973488e+01
2.250000000000000056e-01,1.719718609613923377e+01
2.750000000000000222e-01,1.812827125265830475e+01
3.250000000000000111e-01,1.905187000538081676e+01
3.750000000000000000e-01,1.996798304700583415e+01
4.249999999999999889e-01,2.087661106461813532e+01
4.749999999999999778e-01,2.177775473968873143e+01
5.250000000000000222e-01,2.267141474807538160e+01
5.749999999999999556e-01,2.355759176002309374e+01
6.250000000000000000e-01,2.443628644016462559e+01
6.750000000000000444e-01,2.530749944752098557e+01
7.250000000000000888e-01,2.617123143550193021e+01
7.750000000000000222e-01,2.702748305190645084e+01
8.250000000000000666e-01,2.787625493892325679e+01
8.750000000000000000e-01,2.871754773313126563e+01
9.249999999999999334e-01,2.955136206550007572e+01
9.749999999999999778e-01,3.037769856139043867e+01
1.024999999999999911e+00,3.119655784055472481e+01
1.075000000000000178e+00,3.200794051713739208e+01
1.125000000000000000e+00,3.281184719967544083e+01
1.175000000000000044e+00,3.360827849109888632e+01
1.225000000000000089e+00,3.439723498873119922e+01
1.274999999999999911e+00,3.517871728428975331e+01
1.325000000000000178e+00,3.595272596388627306e+01
1.375000000000000000e+00,3.671926160802726713e+01
1.425000000000000044e+00,3.747832479161446173e+01
1.475000000000000089e+00,3.822991608394524832e+01
1.524999999999999911e+00,3.897403604871309568e+01
1.575000000000000178e+00,3.971068524400798339e+01
1.625000000000000000e+00,4.043986422231679256e+01
1.675000000000000266e+00,4.116157353052376067e+01
1.725000000000000089e+00,4.187581370991087226e+01
1.774999999999999911e+00,4.258258529615827115e+01
1.824999999999999956e+00,4.328188881934464405e+01
1.875000000000000000e+00,4.397372480394764693e+01
1.925000000000000044e+00,4.465809376884424609e+01
1.975000000000000089e+00,4.533499622731117285e+01
2.025000000000000355e+00,4.600443268702525756e+01
2.075000000000000178e+00,4.666640365006386304e+01
2.125000000000000000e+00,4.732090961290521136e+01
2.174999999999999822e+00,4.796795106642876760e+01
2.225000000000000089e+00,4.860752849591561642e+01
2.275000000000000355e+00,4.923964238104883151e+01
2.325000000000000178e+00,4.986429319591383091e+01
2.375000000000000000e+00,5.048148140899871805e+01
2.424999999999999822e+00,5.109120748319467253e+01
2.475000000000000089e+00,5.169347187579623437e+01
2.524999999999999911e+00,5.228827503850170899e+01
2.575000000000000178e+00,5.287561741741347277e+01
2.625000000000000000e+00,5.345549945303830697e+01
2.675000000000000266e+00,5.402792158028773173e+01
2.725000000000000089e+00,5.459288422847833289e+01
2.775000000000000355e+00,5.515038782133212436e+01
2.825000000000000178e+00,5.570043277697678263e+01
2.875000000000000000e+00,5.624301950794601623e+01
2.924999999999999822e+00,5.677814842117987837e+01
2.974999999999999645e+00,5.730581991802504405e+01
3.024999999999999911e+00,5.782603439423514402e+01
3.075000000000000178e+00,5.833879223997104901e+01
3.125000000000000000e+00,5.884409383980112551e+01
3.174999999999999822e+00,5.934193957270157682e+01
3.225000000000000089e+00,5.983232981205671308e+01
3.275000000000000355e+00,6.031526492565919995e+01
3.325000000000000178e+00,6.079074527571039255e+01
