x,phi
2.500000000000000139e-02,1.275472181942308936e+01
7.500000000000001110e-02,1.366934556316852678e+01
1.250000000000000000e-01,1.457657182700568832e+01
1.749999999999999889e-01,1.547640741513155049e+01
2.250000000000000056e-01,1.636885907631302572e+01
2.750000000000000222e-01,1.725393350393757430e+01
3.250000000000000111e-01,1.813163733606340244e+01
3.750000000000000000e-01,1.900197715546924826e+01
4.249999999999999889e-01,1.986495948970376091e+01
4.749999999999999778e-01,2.072059081113444279e+01
5.250000000000000222e-01,2.156887753699621157e+01
5.749999999999999556e-01,2.240982602943950752e+01
6.250000000000000000e-01,2.324344259557802417e+01
6.750000000000000444e-01,2.406973348753600916e+01
7.250000000000000888e-01,2.488870490249515299e+01
7.750000000000000222e-01,2.570036298274105846e+01
8.250000000000000666e-01,2.650471381570933715e+01
8.750000000000000000e-01,2.730176343403122985e+01
9.249999999999999334e-01,2.809151781557887517e+01
9.749999999999999778e-01,2.887398288351013775e+01
1.024999999999999911e+00,2.964916450631302425e+01
1.075000000000000178e+00,3.041706849784970856e+01
1.125000000000000000e+00,3.117770061740012011e+01
1.175000000000000044e+00,3.193106656970516255e+01
1.225000000000000089e+00,3.267717200500946717e+01
1.274999999999999911e+00,3.341602251910381227e+01
1.325000000000000178e+00,3.414762365336704875e+01
1.375000000000000000e+00,3.487198089480767749e+01
1.425000000000000044e+00,3.558909967610501468e+01
1.475000000000000089e+00,3.629898537564992722e+01
1.524999999999999911e+00,3.700164331758515601e+01
1.575000000000000178e+00,3.769707877184526268e+01
1.625000000000000000e+00,3.838529695419615706e+01
1.675000000000000266e+00,3.906630302627420548e+01
1.725000000000000089e+00,3.974010209562495533e+01
1.774999999999999911e+00,4.040669921574141910e+01
1.824999999999999956e+00,4.106609938610201738e+01
1.875000000000000000e+00,4.171830755220800313e+01
1.925000000000000044e+00,4.236332860562063019e+01
1.975000000000000089e+00,4.300116738399778882e+01
2.025000000000000355e+00,4.363182867113033581e+01
2.075000000000000178e+00,4.425531719697791289e+01
2.125000000000000000e+00,4.487163763770447389e+01
2.174999999999999822e+00,4.548079461571332160e+01
2.225000000000000089e+00,4.608279269968179648e+01
2.275000000000000355e+00,4.667763640459551766e+01
2.325000000000000178e+00,4.726533019178226169e+01
2.375000000000000000e+00,4.784587846894545038e+01
2.424999999999999822e+00,4.841928559019716261e+01
2.475000000000000089e+00,4.898555585609079088e+01
2.524999999999999911e+00,4.954469351365334262e+01
2.575000000000000178e+00,5.009670275641726533e+01
2.625000000000000000e+00,5.064158772445185974e+01
2.675000000000000266e+00,5.117935250439438732e+01
2.725000000000000089e+00,5.171000112948069471e+01
2.775000000000000355e+00,5.223353757957548282e+01
2.825000000000000178e+00,5.274996578120212831e+01
2.875000000000000000e+00,5.325928960757212138e+01
2.924999999999999822e+00,5.376151287861415540e+01
2.974999999999999645e+00,5.425663936100279017e+01
3.024999999999999911e+00,5.474467276818662498e+01
3.075000000000000178e+00,5.522561676041621581e+01
3.125000000000000000e+00,5.569947494477150940e+01
3.174999999999999822e+00,5.616625087518887938e+01
3.225000000000000089e+00,5.662594805248781427e+01
3.275000000000000355e+00,5.707856992439713650e+01
3.325000000000000178e+00,5.752411988558089462e+01
3.375000000000000000e+00,5.796260127766379355e+01
3.425000000000000266e+00,5.839401738925627683e+01
3.475000000000000533e+00,5.881837145597918237e+01
3.525000000000000355e+00,5.923566666048801466e+01
3.574999999999999734e+00,5.964590613249679052e+01
3.625000000000000000e+00,6.004909294880155812e+01
3.674999999999999822e+00,6.044523013330344696e+01
3.725000000000000089e+00,6.083432065703134128e+01
3.774999999999999911e+00,6.121636743816416981e+01
3.825000000000000178e+00,6.159137334205279046e+01
3.875000000000000000e+00,6.195934118124149137e+01
3.925000000000000266e+00,6.232027371548903716e+01
3.975000000000000089e+00,6.267417365178945943e+01
4.025000000000000355e+00,6.302104364439226458e+01
4.075000000000001066e+00,6.336088629482240009e+01
4.125000000000000000e+00,6.369370415189972334e+01
4.175000000000000711e+00,6.401949971175818632e+01
4.224999999999999645e+00,6.433827541786448023e+01
4.275000000000000355e+00,6.465003366103640303e+01
4.324999999999999289e+00,6.495477677946078643e+01
4.375000000000000000e+00,6.525250705871101786e+01
4.425000000000000711e+00,6.554322673176419300e+01
4.474999999999999645e+00,6.582693797901785615e+01
4.525000000000000355e+00,6.610364292830635691e+01
4.575000000000000178e+00,6.637334365491679478e+01
4.625000000000000000e+00,6.663604218160463688e+01
4.675000000000000711e+00,6.689174047860883832e+01
4.724999999999999645e+00,6.714044046366663565e+01
4.775000000000000355e+00,6.738214400202792831e+01
4.824999999999999289e+00,6.761685290646921942e+01
4.875000000000000000e+00,6.784456893730730087e+01
4.925000000000000711e+00,6.806529380241241256e+01
4.974999999999999645e+00,6.827902915722103216e+01
5.025000000000000355e+00,6.848577660474832385e+01
5.074999999999999289e+00,6.868553769560014644e+01
5.125000000000000000e+00,6.887831392798467789e+01
5.175000000000000711e+00,6.906410674772367031e+01
5.224999999999999645e+00,6.924291754826326439e+01
5.275000000000000355e+00,6.941474767068446283e+01
5.325000000000001066e+00,6.957959840371317739e+01
5.375000000000000000e+00,6.973747098372990649e+01
5.425000000000000711e+00,6.988836659477902913e+01
5.474999999999999645e+00,7.003228636857760137e+01
5.525000000000000355e+00,7.016923138452392550e+01
5.575000000000001066e+00,7.029920266970563603e+01
5.625000000000000000e+00,7.042220119890735930e+01
5.675000000000000711e+00,7.053822789461806053e+01
5.725000000000001421e+00,7.064728362703797870e+01
5.775000000000000355e+00,7.074936921408509249e+01
5.824999999999999289e+00,7.084448542140131622e+01
5.875000000000000000e+00,7.093263296235821258e+01
5.924999999999998934e+00,7.101381249806232177e+01
5.974999999999999645e+00,7.108802463736014943e+01
6.025000000000000355e+00,7.115526993684275681e+01
6.074999999999999289e+00,7.121554890084988187e+01
6.125000000000000000e+00,7.126886198147374785e+01
6.175000000000000711e+00,7.131520957856248799e+01
6.224999999999999645e+00,7.135459203972304465e+01
6.275000000000000355e+00,7.138700966032391193e+01
6.324999999999999289e+00,7.141246268349722470e+01
6.375000000000000000e+00,7.143095130014064864e+01
6.425000000000000711e+00,7.144247564891882973e+01
6.474999999999999645e+00,7.144703581626436062e+01
6.525000000000000355e+00,7.144463183637849113e+01
6.575000000000001066e+00,7.143526369123138409e+01
6.625000000000000000e+00,7.141893131056195898e+01
6.675000000000000711e+00,7.139563457187735196e+01
6.724999999999999645e+00,7.136537330045204897e+01
6.775000000000000355e+00,7.132814726932647886e+01
6.825000000000001066e+00,7.128395619930543603e+01
