x,y,phi
3.083333333333333037e+00,2.500000000000000000e-01,6.993137816610492941e+00
3.250000000000000000e+00,2.500000000000000000e-01,7.101857914817761852e+00
3.416666666666666519e+00,2.500000000000000000e-01,7.200259062295828016e+00
3.583333333333333037e+00,2.500000000000000000e-01,7.288729705447833496e+00
3.750000000000000000e+00,2.500000000000000000e-01,7.367612732834479594e+00
3.916666666666666519e+00,2.500000000000000000e-01,7.437208819324880871e+00
4.083333333333333925e+00,2.500000000000000000e-01,7.497779224450504820e+00
4.250000000000000000e+00,2.500000000000000000e-01,7.549548121174438187e+00
4.416666666666666963e+00,2.500000000000000000e-01,7.592704515302426849e+00
4.583333333333333925e+00,2.500000000000000000e-01,7.627403802774424868e+00
4.750000000000000000e+00,2.500000000000000000e-01,7.653769001548561768e+00
4.916666666666666075e+00,2.500000000000000000e-01,7.671891685813442052e+00
5.083333333333333037e+00,2.500000000000000000e-01,7.681832642691765578e+00
5.250000000000000000e+00,2.500000000000000000e-01,7.683622264710860073e+00
5.416666666666666075e+00,2.500000000000000000e-01,7.677260685144129404e+00
5.583333333333333037e+00,2.500000000000000000e-01,7.662717657264086490e+00
5.750000000000000000e+00,2.500000000000000000e-01,7.639932172561850976e+00
5.916666666666666963e+00,2.500000000000000000e-01,7.608811806710262360e+00
6.083333333333333925e+00,2.500000000000000000e-01,7.569231775161208375e+00
6.250000000000000000e+00,2.500000000000000000e-01,7.521033672545313742e+00
6.416666666666666075e+00,2.500000000000000000e-01,7.464023860896060292e+00
6.583333333333333037e+00,2.500000000000000000e-01,7.397971460844106950e+00
6.750000000000000000e+00,2.500000000000000000e-01,7.322605886441055034e+00
6.916666666666666963e+00,2.500000000000000000e-01,7.237613847370528042e+00
7.083333333333333925e+00,2.500000000000000000e-01,7.142635720744088701e+00
7.250000000000000000e+00,2.500000000000000000e-01,7.037261166612260865e+00
7.416666666666666075e+00,2.500000000000000000e-01,6.921023824432973370e+00
7.583333333333333037e+00,2.500000000000000000e-01,6.793394878332572162e+00
