x,phi
2.500000000000000139e-02,8.806292411859775626e+00
7.500000000000001110e-02,9.436052335250407097e+00
1.250000000000000000e-01,1.005901996256618247e+01
1.749999999999999889e-01,1.067524201637914949e+01
2.250000000000000056e-01,1.128476471334334263e+01
2.750000000000000222e-01,1.188763376766103796e+01
3.250000000000000111e-01,1.248389439451130478e+01
3.750000000000000000e-01,1.307359131344115788e+01
4.249999999999999889e-01,1.365676875171951465e+01
4.749999999999999778e-01,1.423347044765424840e+01
5.250000000000000222e-01,1.480373965387255808e+01
5.749999999999999556e-01,1.536761914056490141e+01
6.250000000000000000e-01,1.592515119869278628e+01
6.750000000000000444e-01,1.647637764316056774e+01
7.250000000000000888e-01,1.702133981595158829e+01
7.750000000000000222e-01,1.756007858922880160e+01
8.250000000000000666e-01,1.809263436840020134e+01
8.750000000000000000e-01,1.861904709514923084e+01
9.249999999999999334e-01,1.913935625043039224e+01
9.749999999999999778e-01,1.965360085743033380e+01
1.024999999999999911e+00,2.016181948449457906e+01
1.075000000000000178e+00,2.066405024802015689e+01
1.125000000000000000e+00,2.116033081531433524e+01
1.175000000000000044e+00,2.165069840741965734e+01
1.225000000000000089e+00,2.213518980190553265e+01
1.274999999999999911e+00,2.261384133562654597e+01
1.325000000000000178e+00,2.308668890744772995e+01
1.375000000000000000e+00,2.355376798093696422e+01
1.425000000000000044e+00,2.401511358702476784e+01
1.475000000000000089e+00,2.447076032663159140e+01
1.524999999999999911e+00,2.492074237326291097e+01
1.575000000000000178e+00,2.536509347557221616e+01
1.625000000000000000e+00,2.580384695989218713e+01
1.675000000000000266e+00,2.623703573273414236e+01
1.725000000000000089e+00,2.666469228325604846e+01
1.774999999999999911e+00,2.708684868569919502e+01
1.824999999999999956e+00,2.750353660179376902e+01
1.875000000000000000e+00,2.791478728313346735e+01
1.925000000000000044e+00,2.832063157351939964e+01
1.975000000000000089e+00,2.872109991127333473e+01
2.025000000000000355e+00,2.911622233152061057e+01
2.075000000000000178e+00,2.950602846844274296e+01
2.125000000000000000e+00,2.989054755750000325e+01
2.174999999999999822e+00,3.026980843762408213e+01
2.225000000000000089e+00,3.064383955338097820e+01
2.275000000000000355e+00,3.101266895710437410e+01
2.325000000000000178e+00,3.137632431099954999e+01
2.375000000000000000e+00,3.173483288921804402e+01
2.424999999999999822e+00,3.208822157990322665e+01
2.475000000000000089e+00,3.243651688720689918e+01
2.524999999999999911e+00,3.277974493327711514e+01
2.575000000000000178e+00,3.311793146021732070e+01
2.625000000000000000e+00,3.345110183201705922e+01
2.675000000000000266e+00,3.377928103645419355e+01
2.725000000000000089e+00,3.410249368696906203e+01
2.775000000000000355e+00,3.442076402451045425e+01
2.825000000000000178e+00,3.473411591935368392e+01
2.875000000000000000e+00,3.504257287289086520e+01
2.924999999999999822e+00,3.534615801939351343e+01
2.974999999999999645e+00,3.564489412774761945e+01
3.024999999999999911e+00,3.593880360316130407e+01
3.075000000000000178e+00,3.622790848884523029e+01
3.125000000000000000e+00,3.651223046766580893e+01
3.174999999999999822e+00,3.679179086377145325e+01
3.225000000000000089e+00,3.706661064419187568e+01
3.275000000000000355e+00,3.733671042041060417e+01
3.325000000000000178e+00,3.760211044991085316e+01
3.375000000000000000e+00,3.786283063769484158e+01
3.425000000000000266e+00,3.811889053777665026e+01
3.475000000000000533e+00,3.837030935464878922e+01
3.525000000000000355e+00,3.861710594472253177e+01
3.574999999999999734e+00,3.885929881774212191e+01
3.625000000000000000e+00,3.909690613817304694e+01
3.674999999999999822e+00,3.932994572656434684e+01
3.725000000000000089e+00,3.955843506088514516e+01
3.774999999999999911e+00,3.978239127783551510e+01
3.825000000000000178e+00,4.000183117413171630e+01
3.875000000000000000e+00,4.021677120776598002e+01
3.925000000000000266e+00,4.042722749924082848e+01
3.975000000000000089e+00,4.063321583277812721e+01
4.025000000000000355e+00,4.083475165750287061e+01
4.075000000000001066e+00,4.103185008860192795e+01
4.125000000000000000e+00,4.122452590845762899e+01
4.175000000000000711e+00,4.141279356775645937e+01
4.224999999999999645e+00,4.159666718657287987e+01
4.275000000000000355e+00,4.177616055542829088e+01
4.324999999999999289e+00,4.195128713632536943e+01
4.375000000000000000e+00,4.212206006375767231e+01
4.425000000000000711e+00,4.228849214569475379e+01
4.474999999999999645e+00,4.245059586454275546e+01
4.525000000000000355e+00,4.260838337808059606e+01
4.575000000000000178e+00,4.276186652037179670e+01
4.625000000000000000e+00,4.291105680265201983e+01
4.675000000000000711e+00,4.305596541419243550e+01
4.724999999999999645e+00,4.319660322313892920e+01
4.775000000000000355e+00,4.333298077732716536e+01
4.824999999999999289e+00,4.346510830507369860e+01
4.875000000000000000e+00,4.359299571594311828e+01
4.925000000000000711e+00,4.371665260149123355e+01
4.974999999999999645e+00,4.383608823598445525e+01
5.025000000000000355e+00,4.395131157709538172e+01
5.074999999999999289e+00,4.406233126657458143e+01
5.125000000000000000e+00,4.416915563089878560e+01
5.175000000000000711e+00,4.427179268189530603e+01
5.224999999999999645e+00,4.437025011734296243e+01
5.275000000000000355e+00,4.446453532154941968e+01
5.325000000000001066e+00,4.455465536590499198e+01
5.375000000000000000e+00,4.464061700941299904e+01
5.425000000000000711e+00,4.472242669919670988e+01
5.474999999999999645e+00,4.480009057098286718e+01
5.525000000000000355e+00,4.487361444956184187e+01
5.575000000000001066e+00,4.494300384922452452e+01
5.625000000000000000e+00,4.500826397417589675e+01
5.675000000000000711e+00,4.506939971892532526e+01
5.725000000000001421e+00,4.512641566865367793e+01
5.775000000000000355e+00,4.517931609955716965e+01
5.824999999999999289e+00,4.522810497916811556e+01
5.875000000000000000e+00,4.527278596665249921e+01
5.924999999999998934e+00,4.531336241308439128e+01
5.974999999999999645e+00,4.534983736169726143e+01
6.025000000000000355e+00,4.538221354811224728e+01
6.074999999999999289e+00,4.541049340054334493e+01
6.125000000000000000e+00,4.543467903997948554e+01
6.175000000000000711e+00,4.545477228034361872e+01
6.224999999999999645e+00,4.547077462862876018e+01
6.275000000000000355e+00,4.548268728501105329e+01
6.324999999999999289e+00,4.549051114293971665e+01
6.375000000000000000e+00,4.549424678920410514e+01
6.425000000000000711e+00,4.549389450397768542e+01
6.474999999999999645e+00,4.548945426083905375e+01
6.525000000000000355e+00,4.548092572676998202e+01
6.575000000000001066e+00,4.546830826213039956e+01
6.625000000000000000e+00,4.545160092061048118e+01
6.675000000000000711e+00,4.543080244915961430e+01
6.724999999999999645e+00,4.540591128789243669e+01
6.775000000000000355e+00,4.537692556997185278e+01
6.825000000000001066e+00,4.534384312146901408e+01
6.875000000000000000e+00,4.530666146120029225e+01
6.925000000000000711e+00,4.526537780054115956e+01
6.975000000000001421e+00,4.521998904321705481e+01
7.025000000000000355e+00,4.517049178507119933e+01
7.074999999999999289e+00,4.511688231380920655e+01
7.125000000000000000e+00,4.505915660872074824e+01
7.174999999999998934e+00,4.499731034037795041e+01
7.224999999999999645e+00,4.493133887031068241e+01
7.275000000000000355e+00,4.486123725065868229e+01
7.324999999999999289e+00,4.478700022380048296e+01
7.375000000000000000e+00,4.470862222195906099e+01
7.425000000000000711e+00,4.462609736678428618e+01
7.474999999999999645e+00,4.453941946891202264e+01
7.525000000000000355e+00,4.444858202749992415e+01
7.574999999999999289e+00,4.435357822973989528e+01
7.625000000000000000e+00,4.425440095034709032e+01
7.675000000000000711e+00,4.415104275102554965e+01
7.724999999999999645e+00,4.404349587991033843e+01
7.775000000000000355e+00,4.393175227098611657e+01
7.825000000000001066e+00,4.381580354348221817e+01
7.875000000000000000e+00,4.369564100124408412e+01
7.925000000000000711e+00,4.357125563208103358e+01
7.974999999999999645e+00,4.344263810709039575e+01
8.025000000000000355e+00,4.330977877995778869e+01
8.075000000000001066e+00,4.317266768623366602e+01
8.125000000000000000e+00,4.303129454258601783e+01
8.175000000000000711e+00,4.288564874602906940e+01
8.225000000000001421e+00,4.273571937312807023e+01
8.275000000000000355e+00,4.258149517918005245e+01
8.324999999999999289e+00,4.242296459737048053e+01
8.375000000000000000e+00,4.226011573790570708e+01
8.425000000000000711e+00,4.209293638712129138e+01
